Initialize buffers
//rem 2026-03-09 Copilot: DEBUG AUDIT applied b[00][14] CRC DID_HB fix, voltage byte offset fix, UDS PCI fix.
//rem 2026-03-11 Copilot: ARXML-compliant. VehTi field packing: Year-12b, Month-4b, Day-6b, Hr-5b, Min-6b, Sec-7b (see code).
[7712] Startup initiated
[10383] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[10390] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 34 66 00 01 FF FF FF FF CRC:0x34
[10397] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 93 56 8C F8 00 F8 FF FF CRC:0x93
[10404] RX CAN ID: 0x704 Len: 8 Data: ED 86 6E FF FF FF FF FF
[10409] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[10416] RX CAN ID: 0x720 Len: 8 Data: 00 50 80 87 FF FF FF FF
[10421] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[10428] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[10435] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[10442] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[10449] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[10455] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[10462] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[10469] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[10476] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[10483] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[10489] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[10496] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: BB 67 00 01 FF FF FF FF CRC:0xBB
[10503] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: F9 57 8C F8 00 F8 FF FF CRC:0xF9
[10510] RX CAN ID: 0x131 Len: 8 Data: 05 48 00 00 E3 02 43 00
[10515] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[10522] RX CAN ID: 0x130 Len: 8 Data: F9 18 AA FA A0 F1 0A FF
[10527] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[10534] RX CAN ID: 0x134 Len: 8 Data: 34 38 E6 0F 55 FF FF FF
[10540] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[10547] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[10553] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[10560] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[10567] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[10574] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[10580] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[10587] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[10594] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[10601] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 3D 68 00 01 FF FF FF FF CRC:0x3D
[10608] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 85 58 8C F8 00 F8 FF FF CRC:0x85
[10615] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[10621] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[10628] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[10634] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[10640] RX CAN ID: 0x701 Len: 8 Data: 2E 46 53 2E 46 53 FF FF
[10646] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[10653] RX CAN ID: 0x702 Len: 8 Data: 4E 80 9C 00 FF FF FF FF
[10658] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[10665] RX CAN ID: 0x703 Len: 8 Data: 2C 40 C1 FF FF FF FF FF
[10671] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[10677] RX CAN ID: 0x704 Len: 8 Data: ED 86 6E FF FF FF FF FF
[10683] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[10690] RX CAN ID: 0x720 Len: 8 Data: 00 50 80 87 FF FF FF FF
[10695] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[10702] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: B2 69 00 01 FF FF FF FF CRC:0xB2
[10709] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: EF 59 8C F8 00 F8 FF FF CRC:0xEF
[10716] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[10722] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[10729] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[10736] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[10743] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[10749] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[10756] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[10763] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[10770] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[10777] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[10784] RX CAN ID: 0x131 Len: 8 Data: 58 49 00 00 E3 02 43 00
[10789] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[10796] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[10802] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[10809] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 3E 6A 00 01 FF FF FF FF CRC:0x3E
[10816] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 51 5A 8C F8 00 F8 FF FF CRC:0x51
[10823] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[10830] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[10837] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[10843] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[10850] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[10857] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[10864] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[10870] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[10877] RX CAN ID: 0x131 Len: 8 Data: BF 4A 00 00 E3 02 43 00
[10883] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[10890] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[10896] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[10903] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[10910] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[10917] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: B1 6B 00 01 FF FF FF FF CRC:0xB1
[10923] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 3B 5B 8C F8 00 F8 FF FF CRC:0x3B
[10930] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[10937] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[10944] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[10949] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[10956] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[10963] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[10970] RX CAN ID: 0x131 Len: 8 Data: E2 4B 00 00 E3 02 43 00
[10975] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[10982] RX CAN ID: 0x130 Len: 8 Data: 33 1B AA FA A0 F1 0A FF
[10987] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[10994] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11001] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[11008] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[11015] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[11021] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 3B 6C 00 01 FF FF FF FF CRC:0x3B
[11028] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 30 5C 8C F8 00 F8 FF FF CRC:0x30
[11035] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11042] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[11049] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[11055] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[11062] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[11069] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[11076] TX-VEHTIME CAN ID: 0x600 Len: 8 Data: 6F 37 2D 80 0B 00 00 00 CRC:0x6F
[11083] RX CAN ID: 0x131 Len: 8 Data: 6C 4C 00 00 E3 02 43 00
[11088] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[11095] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[11102] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[11108] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[11115] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[11122] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: B4 6D 00 01 FF FF FF FF CRC:0xB4
[11129] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 5A 5D 8C F8 00 F8 FF FF CRC:0x5A
[11136] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11142] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[11149] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[11155] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[11162] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11168] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[11175] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[11182] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[11189] RX CAN ID: 0x131 Len: 8 Data: 31 4D 00 00 E3 02 43 00
[11194] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[11201] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[11208] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[11214] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[11221] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[11228] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 38 6E 00 01 FF FF FF FF CRC:0x38
[11235] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: E4 5E 8C F8 00 F8 FF FF CRC:0xE4
[11242] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[11248] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[11255] RX CAN ID: 0x704 Len: 8 Data: ED 86 6E FF FF FF FF FF
[11261] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[11268] Pack Voltage (decoded): 153.700  RAW 0x136: FC 21 01 16 00 00 90 FF
[11274] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[11281] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11288] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[11295] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11301] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[11308] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[11315] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[11322] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[11328] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[11335] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: BE 61 00 01 FF FF FF FF CRC:0xBE
[11342] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 98 51 8C F8 00 F8 FF FF CRC:0x98
[11349] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11355] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[11362] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[11369] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[11376] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[11383] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[11390] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[11396] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[11403] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[11410] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[11417] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11423] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[11430] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[11437] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[11444] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 32 62 00 01 FF FF FF FF CRC:0x32
[11450] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 26 52 8C F8 00 F8 FF FF CRC:0x26
[11457] RX CAN ID: 0x701 Len: 8 Data: 2E 46 53 2E 46 53 FF FF
[11463] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[11470] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11476] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[11483] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[11490] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[11497] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11503] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 0A 82 05 FF FF FF FF FF CRC:0x0A
[11510] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[11517] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 46 83 05 FF FF FF FF FF CRC:0x46
[11524] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[11530] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BF 84 05 FF FF FF FF FF CRC:0xBF
[11537] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[11544] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F3 85 05 FF FF FF FF FF CRC:0xF3
[11551] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: BD 63 00 01 FF FF FF FF CRC:0xBD
[11558] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 4C 53 8C F8 00 F8 FF FF CRC:0x4C
[11565] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[11571] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 27 86 05 FF FF FF FF FF CRC:0x27
[11578] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11585] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6B 87 05 FF FF FF FF FF CRC:0x6B
[11592] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[11598] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C8 88 05 FF FF FF FF FF CRC:0xC8
[11605] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[11612] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 84 89 05 FF FF FF FF FF CRC:0x84
[11619] Pack Voltage (decoded): 153.700  RAW 0x136: B0 28 01 16 00 00 90 FF
[11625] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 50 8A 05 FF FF FF FF FF CRC:0x50
[11632] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11639] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1C 8B 05 FF FF FF FF FF CRC:0x1C
[11646] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[11652] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E5 8C 05 FF FF FF FF FF CRC:0xE5
[11659] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 37 64 00 01 FF FF FF FF CRC:0x37
[11666] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 47 54 8C F8 00 F8 FF FF CRC:0x47
[11673] Pack Voltage (decoded): 153.700  RAW 0x136: B5 2C 01 16 00 00 90 FF
[11680] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: A9 8D 05 FF FF FF FF FF CRC:0xA9
[11687] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[11693] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7D 8E 05 FF FF FF FF FF CRC:0x7D
[11700] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[11707] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DE 81 05 FF FF FF FF FF CRC:0xDE
[11714] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11720] HV REQUEST SET (Webasto drive=16/charge=32)
[11725] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[11732] Pack Voltage (decoded): 153.700  RAW 0x136: BF 24 01 16 00 00 90 FF
[11738] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[11745] RX CAN ID: 0x700 Len: 8 Data: 00 00 00 00 00 00 FF FF
[11751] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[11758] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11764] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[11771] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0C 65 10 01 FF FF FF FF CRC:0x0C
[11778] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 2D 55 8C F8 00 F8 FF FF CRC:0x2D
[11785] Pack Voltage (decoded): 153.700  RAW 0x136: 75 27 01 16 00 00 90 FF
[11791] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[11798] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11805] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[11812] RX CAN ID: 0x131 Len: 8 Data: BE 44 00 00 E3 02 43 00
[11817] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[11824] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[11831] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[11838] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[11844] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 6A 8A 07 FF FF FF FF FF CRC:0x6A
[11851] Pack Voltage (decoded): 153.700  RAW 0x136: BA 20 01 16 00 00 90 FF
[11858] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 26 8B 07 FF FF FF FF FF CRC:0x26
[11865] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[11871] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: DF 8C 07 FF FF FF FF FF CRC:0xDF
[11878] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 80 66 10 01 FF FF FF FF CRC:0x80
[11885] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: 93 56 8C F8 00 F8 FF FF CRC:0x93
[11892] Pack Voltage (decoded): 153.700  RAW 0x136: 70 23 01 16 00 00 90 FF
[11899] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 93 8D 07 FF FF FF FF FF CRC:0x93
[11906] RX CAN ID: 0x131 Len: 8 Data: E3 45 00 00 E3 02 43 00
[11911] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 47 8E 07 FF FF FF FF FF CRC:0x47
[11918] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
[11924] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: E4 81 07 FF FF FF FF FF CRC:0xE4
[11931] Pack Voltage (decoded): 153.700  RAW 0x136: F6 29 01 16 00 00 90 FF
[11938] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 30 82 07 FF FF FF FF FF CRC:0x30
[11945] Pack Voltage (decoded): 153.700  RAW 0x136: 3C 2A 01 16 00 00 90 FF
[11952] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 7C 83 07 FF FF FF FF FF CRC:0x7C
[11958] Pack Voltage (decoded): 153.700  RAW 0x136: 7A 2B 01 16 00 00 90 FF
[11965] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 85 84 07 FF FF FF FF FF CRC:0x85
[11972] Pack Voltage (decoded): 153.700  RAW 0x136: F3 2D 01 16 00 00 90 FF
[11979] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: C9 85 07 FF FF FF FF FF CRC:0xC9
[11986] TX-CTLCMD CAN ID: 0x60F Len: 8 Data: 0F 67 10 01 FF FF FF FF CRC:0x0F
[11992] TX-VEHINFO CAN ID: 0x5B0 Len: 8 Data: F9 57 8C F8 00 F8 FF FF CRC:0xF9
[11999] Pack Voltage (decoded): 153.700  RAW 0x136: 39 2E 01 16 00 00 90 FF
[12006] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 1D 86 07 FF FF FF FF FF CRC:0x1D
[12013] RX CAN ID: 0x131 Len: 8 Data: 04 46 00 00 E3 02 43 00
[12018] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: 51 87 07 FF FF FF FF FF CRC:0x51
[12025] Pack Voltage (decoded): 153.700  RAW 0x136: 36 22 01 16 00 00 90 FF
[12032] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: F2 88 07 FF FF FF FF FF CRC:0xF2
[12039] Pack Voltage (decoded): 153.700  RAW 0x136: F9 25 01 16 00 00 90 FF
[12045] TX-SFTYINFO CAN ID: 0x8BF Len: 8 Data: BE 89 07 FF FF FF FF FF CRC:0xBE
[12052] Pack Voltage (decoded): 153.700  RAW 0x136: 33 26 01 16 00 00 90 FF
