Index	Direction	Time Mark	Status	Alias	Frame ID	Format	Type	DLC	Data	
1222	Receive	20:23:38.624			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1223	Receive	20:23:38.628			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1224	Receive	20:23:38.634			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1225	Receive	20:23:38.638			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1226	Receive	20:23:38.638			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1227	Receive	20:23:38.638			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1228	Receive	20:23:38.638			0x00000704	Data Frame	Extern Frame	0x08	EC 86 6E FF FF FF FF FF 	
1229	Receive	20:23:38.638			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1230	Receive	20:23:38.644			0x00000131	Data Frame	Extern Frame	0x08	6D 42 00 00 E3 02 43 00 	
1231	Receive	20:23:38.644			0x00000130	Data Frame	Extern Frame	0x08	36 12 AA FA 10 F1 AA FF 	
1232	Receive	20:23:38.644			0x00000134	Data Frame	Extern Frame	0x08	FF 32 E7 FF 54 FF FF FF 	
1233	Receive	20:23:38.644			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1234	Receive	20:23:38.648			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
1235	Receive	20:23:38.656			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
1236	Receive	20:23:38.656			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
1237	Receive	20:23:38.664			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
1238	Receive	20:23:38.668			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
1239	Receive	20:23:38.674			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
1240	Receive	20:23:38.678			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
1241	Receive	20:23:38.684			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
1242	Receive	20:23:38.688			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
1243	Receive	20:23:38.694			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
1244	Receive	20:23:38.698			0x0000060F	Data Frame	Extern Frame	0x08	20 65 10 01 FF FF FF FF 	
1245	Receive	20:23:38.698			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1246	Receive	20:23:38.698			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1247	Receive	20:23:38.698			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
1248	Receive	20:23:38.704			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
1249	Receive	20:23:38.708			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
1250	Receive	20:23:38.714			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
1251	Receive	20:23:38.718			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
1252	Receive	20:23:38.724			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
1253	Receive	20:23:38.728			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
1254	Receive	20:23:38.734			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
1255	Receive	20:23:38.738			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1256	Receive	20:23:38.738			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1257	Receive	20:23:38.738			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
1258	Receive	20:23:38.738			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1259	Receive	20:23:38.738			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1260	Receive	20:23:38.744			0x00000131	Data Frame	Extern Frame	0x08	30 43 00 00 E3 02 43 00 	
1261	Receive	20:23:38.744			0x00000130	Data Frame	Extern Frame	0x08	70 13 AA FA 10 F1 AA FF 	
1262	Receive	20:23:38.744			0x00000134	Data Frame	Extern Frame	0x08	E4 33 E8 FF 54 FF FF FF 	
1263	Receive	20:23:38.744			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
1264	Receive	20:23:38.748			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
1265	Receive	20:23:38.754			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
1266	Receive	20:23:38.758			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
1267	Receive	20:23:38.765			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
1268	Receive	20:23:38.770			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
1269	Receive	20:23:38.775			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1270	Receive	20:23:38.779			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1271	Receive	20:23:38.784			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1272	Receive	20:23:38.788			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1273	Receive	20:23:38.794			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1274	Receive	20:23:38.794			0x00000600	Data Frame	Extern Frame	0x08	43 07 03 0C 60 00 00 FF 	
1275	Receive	20:23:38.798			0x00000720	Data Frame	Extern Frame	0x08	2A 01 FF FF FF FF FF FF 	
1276	Receive	20:23:38.798			0x0000060F	Data Frame	Extern Frame	0x08	C7 66 10 01 FF FF FF FF 	
1277	Receive	20:23:38.798			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1278	Receive	20:23:38.798			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1279	Receive	20:23:38.798			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
1280	Receive	20:23:38.804			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
1281	Receive	20:23:38.808			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
1282	Receive	20:23:38.814			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
1283	Receive	20:23:38.818			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
1284	Receive	20:23:38.824			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
1285	Receive	20:23:38.828			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
1286	Receive	20:23:38.834			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
1287	Receive	20:23:38.838			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1288	Receive	20:23:38.838			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
1289	Receive	20:23:38.838			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1290	Receive	20:23:38.838			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1291	Receive	20:23:38.838			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1292	Receive	20:23:38.844			0x00000131	Data Frame	Extern Frame	0x08	BE 44 00 00 E3 02 43 00 	
1293	Receive	20:23:38.844			0x00000130	Data Frame	Extern Frame	0x08	BF 14 AA FA 10 F1 AA FF 	
1294	Receive	20:23:38.844			0x00000134	Data Frame	Extern Frame	0x08	96 34 E7 FF 54 FF FF FF 	
1295	Receive	20:23:38.844			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
1296	Receive	20:23:38.848			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
1297	Receive	20:23:38.854			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
1298	Receive	20:23:38.858			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
1299	Receive	20:23:38.864			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
1300	Receive	20:23:38.868			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
1301	Receive	20:23:38.874			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
1302	Receive	20:23:38.878			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
1303	Receive	20:23:38.884			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
1304	Receive	20:23:38.888			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
1305	Receive	20:23:38.894			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
1306	Receive	20:23:38.898			0x0000060F	Data Frame	Extern Frame	0x08	9A 67 10 01 FF FF FF FF 	
1307	Receive	20:23:38.898			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1308	Receive	20:23:38.898			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1309	Receive	20:23:38.898			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
1310	Receive	20:23:38.904			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
1311	Receive	20:23:38.908			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
1312	Receive	20:23:38.914			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
1313	Receive	20:23:38.918			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
1314	Receive	20:23:38.924			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1315	Receive	20:23:38.928			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1316	Receive	20:23:38.934			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1317	Receive	20:23:38.938			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1318	Receive	20:23:38.938			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1319	Receive	20:23:38.938			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1320	Receive	20:23:38.938			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1321	Receive	20:23:38.938			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1322	Receive	20:23:38.945			0x00000131	Data Frame	Extern Frame	0x08	E3 45 00 00 E3 02 43 00 	
1323	Receive	20:23:38.945			0x00000130	Data Frame	Extern Frame	0x08	F9 15 AA FA 10 F1 AA FF 	
1324	Receive	20:23:38.945			0x00000134	Data Frame	Extern Frame	0x08	0B 35 E7 FF 54 FF FF FF 	
1325	Receive	20:23:38.945			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1326	Receive	20:23:38.949			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
1327	Receive	20:23:38.955			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
1328	Receive	20:23:38.959			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
1329	Receive	20:23:38.965			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
1330	Receive	20:23:38.969			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
1331	Receive	20:23:38.975			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
1332	Receive	20:23:38.979			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
1333	Receive	20:23:38.984			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
1334	Receive	20:23:38.988			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
1335	Receive	20:23:38.994			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
1336	Receive	20:23:38.998			0x0000060F	Data Frame	Extern Frame	0x08	C6 68 10 01 FF FF FF FF 	
1337	Receive	20:23:38.998			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1338	Receive	20:23:38.998			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1339	Receive	20:23:38.998			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
1340	Receive	20:23:39.004			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
1341	Receive	20:23:39.008			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
1342	Receive	20:23:39.014			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
1343	Receive	20:23:39.018			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
1344	Receive	20:23:39.024			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
1345	Receive	20:23:39.028			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
1346	Receive	20:23:39.034			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
1347	Receive	20:23:39.038			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1348	Receive	20:23:39.038			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1349	Receive	20:23:39.038			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
1350	Receive	20:23:39.038			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1351	Receive	20:23:39.038			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1352	Receive	20:23:39.046			0x00000131	Data Frame	Extern Frame	0x08	04 46 00 00 E3 02 43 00 	
1353	Receive	20:23:39.046			0x00000130	Data Frame	Extern Frame	0x08	33 16 AA FA 10 F1 AA FF 	
1354	Receive	20:23:39.046			0x00000134	Data Frame	Extern Frame	0x08	B1 36 E7 FF 54 FF FF FF 	
1355	Receive	20:23:39.046			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
1356	Receive	20:23:39.050			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
1357	Receive	20:23:39.054			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
1358	Receive	20:23:39.058			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
1359	Receive	20:23:39.064			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
1360	Receive	20:23:39.068			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
1361	Receive	20:23:39.074			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1362	Receive	20:23:39.078			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1363	Receive	20:23:39.084			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1364	Receive	20:23:39.088			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1365	Receive	20:23:39.094			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1366	Receive	20:23:39.098			0x0000060F	Data Frame	Extern Frame	0x08	9B 69 10 01 FF FF FF FF 	
1367	Receive	20:23:39.098			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1368	Receive	20:23:39.098			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1369	Receive	20:23:39.098			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
1370	Receive	20:23:39.104			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
1371	Receive	20:23:39.108			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
1372	Receive	20:23:39.114			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
1373	Receive	20:23:39.118			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
1374	Receive	20:23:39.124			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
1375	Receive	20:23:39.128			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
1376	Receive	20:23:39.134			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
1377	Receive	20:23:39.138			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1378	Receive	20:23:39.138			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1379	Receive	20:23:39.138			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
1380	Receive	20:23:39.138			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1381	Receive	20:23:39.138			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1382	Receive	20:23:39.146			0x00000131	Data Frame	Extern Frame	0x08	59 47 00 00 E3 02 43 00 	
1383	Receive	20:23:39.146			0x00000130	Data Frame	Extern Frame	0x08	75 17 AA FA 10 F1 AA FF 	
1384	Receive	20:23:39.146			0x00000134	Data Frame	Extern Frame	0x08	2C 37 E7 FF 54 FF FF FF 	
1385	Receive	20:23:39.146			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
1386	Receive	20:23:39.150			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
1387	Receive	20:23:39.154			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
1388	Receive	20:23:39.158			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
1389	Receive	20:23:39.166			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
1390	Receive	20:23:39.169			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
1391	Receive	20:23:39.173			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
1392	Receive	20:23:39.177			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
1393	Receive	20:23:39.183			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
1394	Receive	20:23:39.187			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
1395	Receive	20:23:39.195			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
1396	Receive	20:23:39.195			0x0000060F	Data Frame	Extern Frame	0x08	7C 6A 10 01 FF FF FF FF 	
1397	Receive	20:23:39.195			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1398	Receive	20:23:39.195			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1399	Receive	20:23:39.199			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
1400	Receive	20:23:39.205			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
1401	Receive	20:23:39.209			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
1402	Receive	20:23:39.215			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
1403	Receive	20:23:39.219			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
1404	Receive	20:23:39.223			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1405	Receive	20:23:39.229			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1406	Receive	20:23:39.235			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1407	Receive	20:23:39.239			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1408	Receive	20:23:39.239			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1409	Receive	20:23:39.239			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1410	Receive	20:23:39.239			0x00000704	Data Frame	Extern Frame	0x08	EC 86 6E FF FF FF FF FF 	
1411	Receive	20:23:39.239			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1412	Receive	20:23:39.245			0x00000131	Data Frame	Extern Frame	0x08	05 48 00 00 E3 02 43 00 	
1413	Receive	20:23:39.245			0x00000130	Data Frame	Extern Frame	0x08	B0 18 AA FA 10 F1 AA FF 	
1414	Receive	20:23:39.245			0x00000134	Data Frame	Extern Frame	0x08	44 38 E7 FF 54 FF FF FF 	
1415	Receive	20:23:39.245			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1416	Receive	20:23:39.249			0x000008BF	Data Frame	Extern Frame	0x08	08 86 05 FF FF FF FF FF 	
1417	Receive	20:23:39.255			0x00000136	Data Frame	Extern Frame	0x08	33 26 01 16 00 00 90 FF 	
1418	Receive	20:23:39.259			0x000008BF	Data Frame	Extern Frame	0x08	55 87 05 FF FF FF FF FF 	
1419	Receive	20:23:39.265			0x00000136	Data Frame	Extern Frame	0x08	75 27 01 16 00 00 90 FF 	
1420	Receive	20:23:39.269			0x000008BF	Data Frame	Extern Frame	0x08	09 88 05 FF FF FF FF FF 	
1421	Receive	20:23:39.275			0x00000136	Data Frame	Extern Frame	0x08	B0 28 01 16 00 00 90 FF 	
1422	Receive	20:23:39.278			0x000008BF	Data Frame	Extern Frame	0x08	54 89 05 FF FF FF FF FF 	
1423	Receive	20:23:39.283			0x00000136	Data Frame	Extern Frame	0x08	F6 29 01 16 00 00 90 FF 	
1424	Receive	20:23:39.287			0x000008BF	Data Frame	Extern Frame	0x08	B3 8A 05 FF FF FF FF FF 	
1425	Receive	20:23:39.295			0x00000136	Data Frame	Extern Frame	0x08	3C 2A 01 16 00 00 90 FF 	
1426	Receive	20:23:39.295			0x0000060F	Data Frame	Extern Frame	0x08	21 6B 10 01 FF FF FF FF 	
1427	Receive	20:23:39.295			0x000005B0	Data Frame	Extern Frame	0x08	FE 14 00 FF FF FF FF FF 	
1428	Receive	20:23:39.295			0x00000701	Data Frame	Extern Frame	0x08	DB FF FF FF FF FF FF FF 	
1429	Receive	20:23:39.299			0x000008BF	Data Frame	Extern Frame	0x08	EE 8B 05 FF FF FF FF FF 	
1430	Receive	20:23:39.305			0x00000136	Data Frame	Extern Frame	0x08	7A 2B 01 16 00 00 90 FF 	
1431	Receive	20:23:39.309			0x000008BF	Data Frame	Extern Frame	0x08	60 8C 05 FF FF FF FF FF 	
1432	Receive	20:23:39.315			0x00000136	Data Frame	Extern Frame	0x08	B5 2C 01 16 00 00 90 FF 	
1433	Receive	20:23:39.319			0x000008BF	Data Frame	Extern Frame	0x08	3D 8D 05 FF FF FF FF FF 	
1434	Receive	20:23:39.325			0x00000136	Data Frame	Extern Frame	0x08	F3 2D 01 16 00 00 90 FF 	
1435	Receive	20:23:39.329			0x000008BF	Data Frame	Extern Frame	0x08	DA 8E 05 FF FF FF FF FF 	
1436	Receive	20:23:39.335			0x00000136	Data Frame	Extern Frame	0x08	39 2E 01 16 00 00 90 FF 	
1437	Receive	20:23:39.339			0x00000700	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 FF FF 	
1438	Receive	20:23:39.339			0x00000701	Data Frame	Extern Frame	0x08	2D 46 53 2D 46 53 FF FF 	
1439	Receive	20:23:39.339			0x000008BF	Data Frame	Extern Frame	0x08	DB 80 05 FF FF FF FF FF 	
1440	Receive	20:23:39.339			0x00000702	Data Frame	Extern Frame	0x08	4B 80 9C 00 FF FF FF FF 	
1441	Receive	20:23:39.339			0x00000703	Data Frame	Extern Frame	0x08	16 90 C0 FF FF FF FF FF 	
1442	Receive	20:23:39.339			0x00000704	Data Frame	Extern Frame	0x08	EC 76 6E FF FF FF FF FF 	
1443	Receive	20:23:39.339			0x00000720	Data Frame	Extern Frame	0x08	80 24 80 87 FF FF FF FF 	
1444	Receive	20:23:39.339			0x00000721	Data Frame	Extern Frame	0x08	FC FE FF FF FF FF FF FF 	
1445	Receive	20:23:39.339			0x00000725	Data Frame	Extern Frame	0x08	00 00 00 00 00 00 00 00 	
1446	Receive	20:23:39.345			0x00000131	Data Frame	Extern Frame	0x08	58 49 00 00 E3 02 43 00 	
1447	Receive	20:23:39.345			0x00000130	Data Frame	Extern Frame	0x08	F6 19 AA FA 10 F1 AA FF 	
1448	Receive	20:23:39.345			0x00000134	Data Frame	Extern Frame	0x08	D9 39 E7 FF 54 FF FF FF 	
1449	Receive	20:23:39.345			0x00000136	Data Frame	Extern Frame	0x08	BA 20 01 16 00 00 90 FF 	
1450	Receive	20:23:39.349			0x000008BF	Data Frame	Extern Frame	0x08	86 81 05 FF FF FF FF FF 	
1451	Receive	20:23:39.355			0x00000136	Data Frame	Extern Frame	0x08	FC 21 01 16 00 00 90 FF 	
1452	Receive	20:23:39.359			0x000008BF	Data Frame	Extern Frame	0x08	61 82 05 FF FF FF FF FF 	
1453	Receive	20:23:39.365			0x00000136	Data Frame	Extern Frame	0x08	36 22 01 16 00 00 90 FF 	
1454	Receive	20:23:39.369			0x000008BF	Data Frame	Extern Frame	0x08	3C 83 05 FF FF FF FF FF 	
1455	Receive	20:23:39.375			0x00000136	Data Frame	Extern Frame	0x08	70 23 01 16 00 00 90 FF 	
1456	Receive	20:23:39.378			0x000008BF	Data Frame	Extern Frame	0x08	B2 84 05 FF FF FF FF FF 	
1457	Receive	20:23:39.384			0x00000136	Data Frame	Extern Frame	0x08	BF 24 01 16 00 00 90 FF 	
1458	Receive	20:23:39.388			0x000008BF	Data Frame	Extern Frame	0x08	EF 85 05 FF FF FF FF FF 	
1459	Receive	20:23:39.394			0x00000136	Data Frame	Extern Frame	0x08	F9 25 01 16 00 00 90 FF 	
1460	Receive	20:23:39.398			0x0000060F	Data Frame	Extern Frame	0x08	AF 6C 10 01 FF FF FF FF 	
